ID,Name,Date_of_birth,Age,Gender,Race,Location,country,edu,No_Connection,Year_of_Exp,No_of_Job_changed,No_of_titles,Current_Title,Title_Level,Previous_Title1,Title_Level1,Previous_Title2,Title_Level2,Previous_Title3,Title_Level3,Previous_Title4,Title_Level4,Previous_Title5,Title_Level5,Current_Salary,Fortune500,SuccessScore
124,Raye Collier,12/21/71,45,Female,Native American,AZ,USA,Undergraduate,333,23,1,5,Director of Infrastructure,5,data mining analyst,3,Security Analyst,3,Online Marketing Analyst,3,Web analyst,3,NA,NA,192892,0,4592.738422
125,Ezra Kovacek,4/22/70,47,Female,African American,UT,USA,Associate,468,27,1,6,"Bioinformatics Scientist, Sr",4,Senior Computer Engineer,4,Team Lead,3,Business systems analyst,3,data mining analyst,3,IT Analyst I,3,202084,1,4397.302745
126,Johnie Funk,1/24/53,64,Male,Native American,TX,USA,Associate,319,44,1,4,Senior Software QA Engineer,4,Senior Application Developer,4,Application Development Analyst,3,data analyst,3,NA,NA,NA,NA,694241,0,3229.269203
127,Allan Grady,4/7/56,61,Male,Caucasian,DE,USA,Doctorate,440,28,11,5,Senior Performance Engineer II,4,Senior Ruby Developer,4,Web Development Intern,1,Research Intern,1,Summer Intern,1,NA,NA,196791,0,3388.085721
128,Giovanni Lebsack,4/14/86,31,Female,Asian,NY,USA,Undergraduate,314,9,1,5,Senior IT Analyst,4,data analyst,3,Analyst (Technology),3,Team Lead,3,Programmer/Analyst,3,NA,NA,248708,0,6666.878355
129,Octavio Conn,11/2/53,64,Male,Hispanic,VT,USA,Doctorate,324,31,1,4,Sr Consultant (software  engineer),4,Sr Quality Engineer,4,Internal Help Desk,1,Web Development Intern,1,NA,NA,NA,NA,202537,1,3229.269203
130,Benedict Considine,12/29/56,60,Male,Asian,DC,USA,Doctorate,305,27,8,5,IT Director,5,Sr Operations Engineer,4,Software Engineer Intern,1,Business Analytics Intern,1,Research Intern,1,NA,NA,190794,0,3444.553817
131,Tommy Hudson,8/29/84,33,Male,African American,AZ,USA,Associate,403,13,1,5,Senior IT Analyst,4,Online Marketing Analyst,3,Technology Business Analyst,3,Team Lead,3,Database Analyst,3,NA,NA,195769,0,6262.825121
132,Delbert Watsica,10/6/80,37,Male,Caucasian,CA,USA,Undergraduate,341,15,4,3,Senior Computer Engineer,4,Senior DBA (MSSQL),4,Application Analyst,3,NA,NA,NA,NA,NA,NA,356440,1,5585.762946
133,Mack Kuhic,8/14/92,25,Female,African American,DE,USA,Graduate,324,1,1,1,Senior Web Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202174,0,8266.92916
134,Edward Feeney,11/18/61,55,Male,Hispanic,NE,USA,Associate,398,35,3,6,Programmer/Analyst,3,Business systems analyst,3,Data analyst,3,IT Analyst,3,Product Analyst,3,System Analyst,3,203332,0,3757.695073
135,Omer Stamm,5/18/82,35,Female,African American,TN,USA,Graduate,311,11,3,3,Senior Editor,4,Senior IT Analyst,4,R&D Intern,1,NA,NA,NA,NA,NA,NA,180020,1,5904.9494
136,Rashad Simonis,3/21/81,36,Male,Hispanic,ND,USA,Associate,386,16,2,4,Senior DevOps,4,Product Development Business Analyst,3,Operations Analyst,3,HR Analyst,3,NA,NA,NA,NA,194830,0,5740.923028
137,Merle Cartwright,5/14/70,47,Female,Asian,AZ,USA,Graduate,470,23,1,6,Senior Performance Engineer II,4,Senior - Risk Assurance,4,R&D Intern,1,Software Engineer Intern,1,Developer Intern,1,Product Management Intern,1,209049,0,4397.302745
138,Nery Monahan,2/7/58,59,Female,African American,CT,USA,Doctorate,343,26,10,4,Senior Systems Engineer,4,Senior full stack developer,4,Software Engineer Intern,1,Data Science Intern,1,NA,NA,NA,NA,191516,0,3502.936085
139,Johnie Heaney,1/17/87,30,Female,Caucasian,RI,USA,Graduate,384,6,2,2,IT Analyst,3,HR Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,56971,0,6889.107633
140,Rufus Deckow,8/20/68,49,Male,African American,GA,USA,Graduate,382,25,1,6,Sr Consultant (software  engineer),4,Sr. Software Developer,4,Information Systems Intern,1,Software Engineer Intern,1,Intern,1,Data Science Intern,1,193272,1,4217.821
141,Nikia Feeney,12/18/56,60,Male,Caucasian,SD,USA,Graduate,401,36,12,4,Senior Interactive Developer,4,Sr Full-Stack Develop,4,Product Management Intern,1,Developer Intern,1,NA,NA,NA,NA,258291,1,3444.553817
142,Josephine Beer,8/31/66,51,Male,Hispanic,NE,USA,Doctorate,468,18,5,4,Senior Java Developer,4,Sr. Staff Engineer,4,Software Engineer Intern,1,Student Intern Co-op,1,NA,NA,NA,NA,197439,1,4052.416255
143,Raeann Bernhard,6/3/68,49,Female,Caucasian,WI,USA,Graduate,406,25,1,6,Senior IOS Engineer,4,Senior software developer,4,Intern,1,Software Engineer Intern,1,Intern,1,R&D Intern,1,292236,0,4217.821
144,Lorenzo Mitchell,5/17/86,31,Female,Hispanic,SC,USA,Graduate,482,7,3,1,Senior Consulting Associate,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116219,1,6666.878355
145,Ophelia Hickle,10/5/60,57,Male,African American,MT,USA,Undergraduate,353,35,7,5,Sr. QA Analyst,4,Senior Analyst,4,Software analyst,3,Operations Analyst,3,Application Analyst,3,NA,NA,257568,0,3625.846123
148,Chantal Morissette,3/8/72,45,Male,Hispanic,KS,USA,Associate,394,25,1,6,Senior Sales Consultant,4,Sr Staff Program Mgr,4,Junior Developer,3,Software Engineer / Team Lead,3,Application Development Analyst,3,System Analyst,3,191929,1,4592.738422
149,Von McDermott,1/1/93,24,Male,Hispanic,AK,USA,Graduate,318,0,1,1,Senior Full Stack Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275324,0,8611.384542
150,Martha Renner,1/24/75,42,Female,Hispanic,CA,USA,Doctorate,301,9,3,4,Senior Telecommunications Specialist,4,Sr. Frontend Eng,4,Internal Help Desk,1,Software Engineering Intern,1,NA,NA,NA,NA,217633,0,4920.791167
151,Aleshia Marvin,10/10/66,51,Male,Native American,NC,USA,Undergraduate,454,29,3,6,Senior Software Egnineer,4,Senior Web Engineer,4,System Analyst,3,Software Business Operations Analyst,3,Programmer/Analyst,3,Software analyst,3,181035,0,4052.416255
152,Stacy Doyle,7/13/67,50,Male,Native American,KY,USA,Associate,301,30,3,4,Senior Member of Technical Staff,4,"Senior Designer, UX",4,Security Analyst,3,System Analyst III,3,NA,NA,NA,NA,195100,0,4133.46458
153,Ivonne Rempel,12/10/75,41,Female,Native American,VA,USA,Undergraduate,471,19,1,4,Senior Expert,4,Business systems analyst,3,Analyst (Technology),3,System Analyst,3,NA,NA,NA,NA,280840,0,5040.810463
154,Renato Wunsch,7/3/72,45,Female,Hispanic,NH,USA,Associate,311,25,1,6,Sr. Director of Program Management,5,Developer / System Analyst,3,Technology Business Analyst,3,Advisory Engineer,3,Product Analyst,3,System Analyst,3,185087,0,4592.738422
155,Winston Kozey,1/13/87,30,Female,Native American,WY,USA,Graduate,427,6,3,1,Senior Full Stack Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203524,0,6889.107633
156,Timothy Hessel,11/4/57,60,Male,Caucasian,SD,USA,Graduate,439,36,12,5,Director Digital Marketing,5,Director of Innovation,5,Software Engineer Intern,1,Data Science Intern,1,Developer Intern,1,NA,NA,206995,1,3444.553817
158,Janna Robel,7/19/73,44,Female,Asian,IN,USA,Undergraduate,380,22,1,6,Senior Software QA Engineer,4,Security Analyst,3,Product Analyst,3,IT Analyst,3,HR Analyst,3,Business Analyst,3,184112,1,4697.118841
159,Agripina Spencer,12/26/61,55,Female,Asian,SC,USA,Undergraduate,470,33,5,4,Senior Product Designer,4,Senior Network Engineer,4,Operations Analyst,3,Software Engineer / Team Lead,3,NA,NA,NA,NA,298623,0,3757.695073
160,Barrett Dooley,3/2/65,52,Male,Asian,AZ,USA,Undergraduate,359,30,10,5,Director of Technology,5,Technology Business Analyst,3,Web analyst,3,Technology Business Analyst,3,Application Analyst,3,NA,NA,190524,1,3974.485173
161,Felipe Hermiston,5/5/62,55,Male,Asian,DE,USA,Associate,373,35,3,6,Senior UNIX administrator,4,Senior Expert,4,Online Marketing Analyst,3,Security Analyst,3,data analyst,3,Web analyst,3,206198,1,3757.695073
162,Danilo Hane,3/1/93,24,Female,Asian,OK,USA,Graduate,319,0,1,1,Senior Data Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180471,0,8611.384542
163,Kris Haag,11/22/75,41,Male,African American,PA,USA,Doctorate,400,8,3,2,"Sr. Manager, Application Security",4,Senior User Experience Consultant,4,NA,NA,NA,NA,NA,NA,NA,NA,203514,1,5040.810463
164,Lida Gerlach,12/15/57,59,Male,African American,PA,USA,Undergraduate,455,37,9,6,Sr. QA Analyst,4,Application Development Analyst,3,Software analyst,3,Application Development Analyst,3,Analyst,3,Junior Developer,3,197377,1,3502.936085
165,Johnson Feil,5/11/70,47,Male,Hispanic,SC,USA,Doctorate,375,14,4,3,Senior UNIX administrator,4,Software analyst,3,Student Worker,1,NA,NA,NA,NA,NA,NA,186237,1,4397.302745
166,Wm Turner,6/24/91,26,Female,Asian,WI,USA,Associate,375,6,1,2,Online Marketing Analyst,3,Team Lead,3,NA,NA,NA,NA,NA,NA,NA,NA,124876,0,7948.970346
167,Daisy Crist,10/9/56,61,Female,African American,SC,USA,Doctorate,400,28,8,6,Senior Full Stack Engineer,4,Senior Data Engineer,4,Product Management Intern,1,Data Science Intern,1,Developer Intern,1,Information Systems Intern,1,205521,0,3388.085721
168,Lenard Strosin,6/30/70,47,Male,African American,AR,USA,Doctorate,383,14,3,3,Senior Data Engineer,4,Senior Software Engineer,4,Developer Intern,1,NA,NA,NA,NA,NA,NA,303193,0,4397.302745
169,Renee Ondricka,10/24/68,49,Male,Native American,UT,USA,Doctorate,429,16,3,4,General Manager,4,Senior Java Dev,4,Product Management Intern,1,Internal Help Desk,1,NA,NA,NA,NA,188856,0,4217.821
170,Tyrell Waelchi,12/8/80,36,Male,African American,NJ,USA,Associate,376,16,4,5,Software analyst,3,IT Analyst,3,data analyst,3,Security Analyst,3,Application Analyst,3,NA,NA,183391,0,5740.923028
171,Lia Okuneva,10/21/88,29,Male,Caucasian,LA,USA,Graduate,436,5,1,1,Senior Security Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200116,1,7126.663069
172,Dan Borer,8/30/89,28,Male,Caucasian,IA,USA,Graduate,355,4,1,2,Senior Ruby Developer,4,Sr Web Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,203384,1,7381.18675
173,Gil Bauch,3/9/93,24,Male,Caucasian,NY,USA,Associate,304,4,1,3,Product Analyst,3,IT Systems Technician,2,"Lead DevOps Engineer, Team Lead",3,NA,NA,NA,NA,NA,NA,37200,0,8611.384542
174,Jeanmarie Dooley,11/20/54,62,Female,Caucasian,MS,USA,Undergraduate,316,40,5,4,Sr Quality Engineer,4,Senior System Administrator,4,Application Development Analyst,3,System Analyst,3,NA,NA,NA,NA,207798,0,3333.439177
175,Emmett Rogahn,6/10/70,47,Male,Asian,SC,USA,Undergraduate,493,25,1,5,Senior software Engineer,4,Sr. Software Engineer - Automation,4,Devops team lead,3,Programmer Analyst III,3,Product Analyst,3,NA,NA,285806,0,4397.302745
176,Cedric Koss,11/13/68,48,Female,Caucasian,TX,USA,Associate,471,28,5,6,Senior Security Researcher,4,Technology Business Analyst,3,Product Development Business Analyst,3,Analyst,3,Software analyst,3,Operations Analyst,3,191773,0,4305.692271
177,Renna O'Keefe,10/8/76,41,Male,Asian,NM,USA,Graduate,355,17,1,3,Senior Verification Engineer,4,Sr. Java Developer,4,Research Intern,1,NA,NA,NA,NA,NA,NA,304080,1,5040.810463
178,Elenora Wiza,9/25/57,60,Female,Asian,CT,USA,Graduate,425,36,11,5,Senior consultant,4,Senior Applications Developer,4,Summer Intern,1,Software Engineer Intern,1,Information Systems Intern,1,NA,NA,207623,1,3444.553817
179,Chanell Gorczany,5/10/74,43,Male,Hispanic,IA,USA,Graduate,433,19,1,5,Director of Data Analytics,5,Senior consultant,4,Student Intern Co-op,1,Web Development Intern,1,Information Systems Intern,1,NA,NA,185230,1,4806.354163
181,Simon Collins,8/23/77,40,Male,Asian,NE,USA,Associate,381,20,1,3,Technical Lead/Senior Dev,4,Senior Software Development Engineer,4,Programmer Analyst III,3,NA,NA,NA,NA,NA,NA,194763,1,5166.830725
182,Margarette Prohaska,1/30/80,37,Male,African American,RI,USA,Graduate,412,13,1,4,Senior .Net Developer,4,Senior Telecommunications Specialist,4,Student Intern Co-op,1,Developer Intern,1,NA,NA,NA,NA,189976,0,5585.762946
183,Mona Heathcote,6/16/90,27,Female,Hispanic,NH,USA,Associate,467,7,3,3,Software analyst,3,Programmer Analyst I,3,information technology analyst,3,NA,NA,NA,NA,NA,NA,129653,0,7654.564037
185,Andres Reinger,8/21/90,27,Male,African American,SD,USA,Graduate,327,3,1,1,Senior System Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191154,1,7654.564037
186,Edwardo Yost,6/7/55,62,Male,Caucasian,GA,USA,Associate,393,42,11,5,Senior full stack developer,4,Technology Business Analyst,3,"Lead DevOps Engineer, Team Lead",3,Online Marketing Analyst,3,Development Team Lead,3,NA,NA,180520,0,3333.439177
187,Tora Stark,9/3/65,52,Female,Asian,MI,USA,Associate,469,32,11,6,Data Analyst,3,System Analyst,3,Analyst (Technology),3,Junior Developer,3,Application Development Analyst,3,Software Business Operations Analyst,3,115238,1,3974.485173
188,Estefana Turcotte,12/5/87,29,Female,African American,VT,USA,Undergraduate,339,7,2,1,Technology Business Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125927,1,7126.663069
189,Talia Haley,4/23/80,37,Female,Caucasian,ID,USA,Graduate,384,13,4,4,Senior Web Engineer,4,"Lead DevOps Engineer, Team Lead",3,Software Engineer Intern,1,Information Systems Intern,1,NA,NA,NA,NA,208932,1,5585.762946
190,Freddy Cummings,7/13/60,57,Female,Asian,ND,USA,Doctorate,396,24,1,6,Senior Software Egnineer,4,Sr Product Manager,4,Product Management Intern,1,Business Analytics Intern,1,Student Worker,1,Web Development Intern,1,199505,0,3625.846123
191,Theodore Gleason,5/7/69,48,Male,Asian,LA,USA,Undergraduate,413,26,9,4,Senior Interactive Developer,4,data analyst,3,UI team lead,3,Analyst (Technology),3,NA,NA,NA,NA,196414,1,4305.692271
192,Filiberto Schamberger,4/14/88,29,Male,Caucasian,TN,USA,Graduate,453,5,2,2,Sr. Security Engineer,4,Business Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,100258,0,7126.663069
193,Marcel Jaskolski,12/16/57,59,Male,Hispanic,OH,USA,Doctorate,331,26,8,6,Sr Staff Program Mgr,4,Senior Systems Analyst,4,Internal Help Desk,1,Research Intern,1,Information Systems Intern,1,Information Systems Intern,1,287093,1,3502.936085
194,Dana Hackett,8/22/56,61,Female,Native American,KS,USA,Undergraduate,493,39,2,4,Senior Software Engineer,4,Senior UX Designer,4,Product Analyst,3,IT Analyst,3,NA,NA,NA,NA,180673,0,3388.085721
195,Marylee Hamill,1/20/62,55,Female,Hispanic,PA,USA,Associate,500,35,7,5,Junior Developer,3,Product Analyst,3,Database Analyst,3,UI team lead,3,data mining analyst,3,NA,NA,201236,1,3757.695073
196,Jacquelin Fahey,9/13/59,58,Male,Asian,NC,USA,Graduate,378,34,8,6,Sr. Director of Program Management,5,Senior software developer,4,Software Engineering Intern,1,Internal Help Desk,1,Student Worker,1,Student Intern Co-op,1,190164,0,3563.331534
197,Suellen Cummings,5/10/94,23,Female,Asian,HI,USA,Associate,324,3,1,1,IT Systems Technician,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60892,1,8985.792565
198,Myles Gerhold,2/6/72,45,Female,Hispanic,NH,USA,Undergraduate,306,23,1,5,"Director, Online Marketing",5,"Lead DevOps Engineer, Team Lead",3,Software Engineer / Team Lead,3,Development Team Lead,3,Business Analyst,3,NA,NA,203749,0,4592.738422
199,Jeremiah Funk,12/31/80,36,Male,African American,IA,USA,Graduate,304,12,5,5,Director of Data Analytics,5,Senior IT Engineer,4,Software Engineer Intern,1,Web Development Intern,1,R&D Intern,1,NA,NA,250114,1,5740.923028
200,Lane Gerhold,4/9/88,29,Female,Native American,PA,USA,Graduate,326,5,3,1,Assistant manager,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180056,1,7126.663069
201,Paulita Green,7/27/88,29,Female,Caucasian,IL,USA,Graduate,376,5,2,2,Senior Applications Developer,4,Senior Data Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,249741,0,7126.663069
202,Felix Greenfelder,8/10/66,51,Female,Caucasian,PA,USA,Undergraduate,411,29,1,6,Senior Designer,4,Security Analyst,3,Advisory Engineer,3,IT Analyst,3,"Lead DevOps Engineer, Team Lead",3,Advisory Engineer,3,287179,0,4052.416255
203,Tom Jacobson,12/24/91,25,Female,Asian,LA,USA,Graduate,481,1,1,1,Senior Software QA Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187971,0,8266.92916
204,Marcel West,3/10/86,31,Female,Native American,NV,USA,Associate,336,11,5,4,Senior UX Designer,4,Sr Operations Engineer,4,System Analyst,3,data analyst,3,NA,NA,NA,NA,132416,1,6666.878355
205,Cammie Marks,8/29/81,36,Male,Native American,LA,USA,Associate,433,16,3,5,Senior Python Developer,4,Senior Expert,4,Developer Analyst,3,Development Team Lead,3,data mining analyst,3,NA,NA,203291,0,5740.923028
206,Tiffanie Bruen,11/24/68,48,Male,Asian,CT,USA,Undergraduate,399,26,5,4,Senior Systems Engineer,4,Senior User Experience Consultant,4,Application Analyst,3,Application Analyst,3,NA,NA,NA,NA,180814,0,4305.692271
207,Charlena Hintz,8/15/78,39,Female,Caucasian,WY,USA,Graduate,303,15,4,4,Senior Software Engineer II,4,Software Engineer / Team Lead,3,Student Worker,1,Software Engineering Intern,1,NA,NA,NA,NA,208828,1,5299.313564
208,Darcel Wuckert,7/20/87,30,Male,Caucasian,UT,USA,Graduate,357,6,3,3,Senior Software Engineer II,4,Senior Graphic Designer,4,R&D Intern,1,NA,NA,NA,NA,NA,NA,120816,0,6889.107633
209,Chang Schmeler,10/16/73,44,Male,Native American,UT,USA,Doctorate,434,11,4,3,Senior Systems Analyst,4,Sr. Support Engineer,4,Developer Intern,1,NA,NA,NA,NA,NA,NA,201194,0,4697.118841
210,Benton Kovacek,6/7/66,51,Female,Caucasian,TX,USA,Associate,414,31,8,5,"Lead DevOps Engineer, Team Lead",3,Developer Analyst,3,Devops team lead,3,Data analyst,3,Product Development Business Analyst,3,NA,NA,201803,1,4052.416255
211,Ed Wilkinson,7/28/87,30,Male,Native American,MS,USA,Undergraduate,342,8,1,3,Senior iOS Developer,4,data analyst,3,Technology Business Analyst,3,NA,NA,NA,NA,NA,NA,205097,0,6889.107633
212,Brandi Von,1/27/93,24,Male,Caucasian,CO,USA,Associate,407,4,1,1,IT Analyst I,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136288,1,8611.384542
213,Horace Gorczany,7/22/92,25,Female,Hispanic,MA,USA,Undergraduate,331,3,1,2,Senior software Engineer,4,Programmer Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,201581,0,8266.92916
214,Hailey Corwin,6/24/91,26,Female,Caucasian,MT,USA,Graduate,319,2,1,5,Co-Founder,6,Student Intern Co-op,1,Student Worker,1,Developer Intern,1,Information Systems Intern,1,NA,NA,194269,1,7948.970346
215,Bryce Windler,7/1/88,29,Female,Native American,ND,USA,Graduate,310,5,2,1,Advisory Engineer,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189607,1,7126.663069
216,Jacinto Bosco,8/18/58,59,Male,Hispanic,OK,USA,Graduate,425,35,1,5,Sr. Software Engineer - Automation,4,Sr. Staff Engineer,4,R&D Intern,1,Software Engineer Intern,1,Product Management Intern,1,NA,NA,201337,0,3502.936085
217,Theodore Marks,6/1/65,52,Female,African American,CA,USA,Graduate,334,28,11,6,Sr Product Manager,4,Senior Security Researcher,4,Summer Intern,1,Data Science Intern,1,Student Intern Co-op,1,Business Analytics Intern,1,335191,0,3974.485173
218,Jeanine Walsh,3/12/85,32,Female,Native American,AR,USA,Undergraduate,366,10,5,3,Senior Data Scientist,4,Senior Business Analyst,4,Software analyst,3,NA,NA,NA,NA,NA,NA,184622,0,6458.538406
219,Taina Hirthe,7/3/71,46,Female,African American,NE,USA,Doctorate,493,13,4,4,Senior - Risk Assurance,4,Senior Front-end/Full-stack developer,4,Research Intern,1,Summer Intern,1,NA,NA,NA,NA,198000,0,4492.896283
220,Carin Hudson,5/12/89,28,Female,Native American,OR,USA,Graduate,460,4,1,3,IT Support Technician III,2,Developer Intern,1,Software Engineer Intern,1,NA,NA,NA,NA,NA,NA,69101,1,7381.18675
221,Colton Stokes,6/18/58,59,Male,Caucasian,MN,USA,Doctorate,373,26,7,4,Senior QA Engineer,4,Senior Software Engineer II,4,Student Worker,1,Internal Help Desk,1,NA,NA,NA,NA,204785,0,3502.936085
222,Sharleen Pollich,5/30/62,55,Male,Hispanic,HI,USA,Associate,427,35,3,5,sr engagement associate,4,Sr Quality Engineer,4,HR Analyst,3,data analyst,3,System Analyst,3,NA,NA,209114,1,3757.695073
223,Steven Lang,9/28/91,26,Female,Native American,SC,USA,Graduate,416,2,1,6,Senior Python developer,4,Software Engineer Intern,1,Business Analytics Intern,1,Product Management Intern,1,Student Intern Co-op,1,Product Management Intern,1,181927,1,7948.970346
224,Wesley Kuphal,12/9/53,63,Female,Caucasian,MS,USA,Graduate,330,39,12,4,Sr Operations Engineer,4,Senior Expert,4,Intern,1,Data Science Intern,1,NA,NA,NA,NA,306588,1,3280.527444
225,Jamaal Ullrich,10/30/88,29,Female,Native American,AR,USA,Graduate,432,5,1,2,Senior Applications Engineer,4,Programmer Analyst III,3,NA,NA,NA,NA,NA,NA,NA,NA,186797,0,7126.663069
226,Jessie Kihn,4/18/64,53,Female,African American,RI,USA,Associate,455,33,1,6,Network Field Engineer Sr.,4,Sr Consultant (software  engineer),4,Software analyst,3,Application Development Analyst,3,System Analyst III,3,IT Analyst I,3,106700,1,3899.494887
227,Mariano Bosco,12/5/60,56,Female,Native American,OH,USA,Graduate,350,32,9,4,Senior UNIX administrator,4,Sr Staff Program Mgr,4,Summer Intern,1,Web Development Intern,1,NA,NA,NA,NA,272630,0,3690.593375
228,Caleb Buckridge,11/6/82,34,Male,African American,GA,USA,Undergraduate,477,12,2,4,Senior Telecommunications Specialist,4,Senior DevOps Engineer,4,Data Analyst,3,Web analyst,3,NA,NA,NA,NA,195848,0,6078.624382
229,Sung Lang,3/26/86,31,Female,Hispanic,LA,USA,Graduate,371,7,1,3,Senior software developer,4,"Sr. Manager, Application Security",4,Data Science Intern,1,NA,NA,NA,NA,NA,NA,113487,1,6666.878355
